   PrimaryIndex TWOTIM@UNKNOWN; TVD@UNKNOWN;3 [   
                3 [A100674]     A100672]          
       Unitless              ms               m   
       304.0000       934.80518       998.32959 
       305.0000       934.92413       998.48199 
       306.0000       935.04590       998.63440 
       307.0000       935.16797       998.78680 
       308.0000       935.28955       998.93921 
       309.0000       935.40967       999.09161 
       310.0000       935.52905       999.24402 
       311.0000       935.64868       999.39642 
       312.0000       935.76825       999.54883 
       313.0000       935.88904       999.70117 
       314.0000       936.01111       999.85358 
       315.0000       936.13361      1000.00598 
       316.0000       936.25562      1000.15839 
       317.0000       936.37567      1000.31079 
       318.0000       936.49420      1000.46320 
       319.0000       936.61304      1000.61560 
       320.0000       936.73328      1000.76801 
       321.0000       936.85474      1000.92041 
       322.0000       936.97559      1001.07281 
       323.0000       937.09625      1001.22522 
       324.0000       937.21948      1001.37762 
       325.0000       937.34741      1001.53003 
       326.0000       937.48096      1001.68237 
       327.0000       937.61658      1001.83478 
       328.0000       937.74811      1001.98718 
       329.0000       937.87463      1002.13959 
       330.0000       937.99927      1002.29199 
       331.0000       938.12500      1002.44440 
       332.0000       938.25403      1002.59680 
       333.0000       938.38751      1002.74921 
       334.0000       938.52386      1002.90161 
       335.0000       938.66296      1003.05402 
       336.0000       938.80597      1003.20642 
       337.0000       938.95233      1003.35883 
       338.0000       939.10077      1003.51123 
       339.0000       939.24945      1003.66357 
       340.0000       939.39764      1003.81598 
       341.0000       939.54523      1003.96838 
       342.0000       939.69135      1004.12079 
       343.0000       939.83612      1004.27319 
       344.0000       939.98035      1004.42560 
       345.0000       940.12451      1004.57800 
       346.0000       940.26978      1004.73041 
       347.0000       940.41650      1004.88281 
       348.0000       940.56348      1005.03522 
       349.0000       940.70905      1005.18762 
       350.0000       940.85254      1005.34003 
       351.0000       940.99371      1005.49237 
       352.0000       941.13379      1005.64478 
       353.0000       941.27423      1005.79718 
       354.0000       941.41522      1005.94958 
       355.0000       941.55725      1006.10199 
       356.0000       941.69897      1006.25439 
       357.0000       941.83905      1006.40680 
       358.0000       941.97632      1006.55920 
       359.0000       942.10913      1006.71161 
       360.0000       942.23645      1006.86401 
       361.0000       942.35834      1007.01642 
       362.0000       942.47791      1007.16882 
       363.0000       942.59930      1007.32123 
       364.0000       942.72351      1007.47357 
