   PrimaryIndex TWOTIM@UNKNOWN; TVD@UNKNOWN;2 [   
                2 [A98703]      A98701]           
       Unitless              ms               m   
       648.0000      1251.95435      1355.90515 
       649.0000      1252.03247      1356.05762 
       650.0000      1252.11230      1356.20996 
       651.0000      1252.19250      1356.36243 
       652.0000      1252.27258      1356.51477 
       653.0000      1252.35193      1356.66724 
       654.0000      1252.43042      1356.81958 
       655.0000      1252.50879      1356.97205 
       656.0000      1252.58679      1357.12439 
       657.0000      1252.66589      1357.27686 
       658.0000      1252.74512      1357.42920 
       659.0000      1252.82532      1357.58154 
       660.0000      1252.90527      1357.73401 
       661.0000      1252.98462      1357.88635 
       662.0000      1253.06140      1358.03882 
       663.0000      1253.13550      1358.19116 
       664.0000      1253.20837      1358.34363 
       665.0000      1253.28333      1358.49597 
       666.0000      1253.36401      1358.64844 
       667.0000      1253.45020      1358.80078 
       668.0000      1253.53967      1358.95325 
       669.0000      1253.63159      1359.10559 
       670.0000      1253.72595      1359.25806 
       671.0000      1253.82129      1359.41040 
       672.0000      1253.91724      1359.56274 
       673.0000      1254.01367      1359.71521 
       674.0000      1254.10986      1359.86755 
       675.0000      1254.20459      1360.02002 
       676.0000      1254.29785      1360.17236 
       677.0000      1254.39014      1360.32483 
       678.0000      1254.48132      1360.47717 
       679.0000      1254.57251      1360.62964 
       680.0000      1254.66345      1360.78198 
       681.0000      1254.75464      1360.93445 
       682.0000      1254.84387      1361.08679 
       683.0000      1254.92969      1361.23926 
       684.0000      1255.01331      1361.39160 
       685.0000      1255.09668      1361.54395 
       686.0000      1255.18140      1361.69641 
       687.0000      1255.26831      1361.84875 
       688.0000      1255.35840      1362.00122 
       689.0000      1255.45166      1362.15356 
       690.0000      1255.54700      1362.30603 
       691.0000      1255.64404      1362.45837 
       692.0000      1255.74255      1362.61084 
       693.0000      1255.84106      1362.76318 
       694.0000      1255.93958      1362.91565 
       695.0000      1256.03760      1363.06799 
       696.0000      1256.13464      1363.22046 
       697.0000      1256.23035      1363.37280 
       698.0000      1256.32397      1363.52515 
       699.0000      1256.41565      1363.67761 
       700.0000      1256.50623      1363.82996 
       701.0000      1256.59656      1363.98242 
       702.0000      1256.68726      1364.13477 
       703.0000      1256.77991      1364.28723 
       704.0000      1256.87512      1364.43958 
       705.0000      1256.97314      1364.59204 
       706.0000      1257.07275      1364.74438 
       707.0000      1257.17273      1364.89685 
       708.0000      1257.27393      1365.04919 
       709.0000      1257.37524      1365.20166 
       710.0000      1257.47595      1365.35400 
       711.0000      1257.57471      1365.50635 
